0.00.096.695 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.194.556 W srv  llama_server: -----------------
0.00.194.558 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.194.558 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.194.558 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.194.558 W srv  llama_server: -----------------
0.00.195.790 I srv    load_model: loading model '<VAULT>/models/gguf/Qwen3.8-27B/Qwen3.8-27B-UD-Q5_K_XL.gguf'
0.02.227.949 I common_speculative_init_result: creating MTP draft context against the target model '<VAULT>/models/gguf/Qwen3.8-27B/Qwen3.8-27B-UD-Q5_K_XL.gguf'
0.02.296.924 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 65536, kv_unified = 'false'
0.02.333.257 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.333.287 I srv  llama_server: model loaded
0.02.333.290 I srv  llama_server: listening on http://127.0.0.1:8198
0.05.109.461 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.21.059.387 I slot print_timing: id  0 | task 268 | n_decoded =    128, tg =  42.28 t/s, tg_3s =  42.28 t/s
0.22.391.720 I slot print_timing: id  0 | task 268 | prompt eval time =     108.73 ms /     4 tokens (   27.18 ms per token,    36.79 tokens per second)
0.22.391.723 I slot print_timing: id  0 | task 268 |        eval time =    4359.86 ms /   191 tokens (   22.83 ms per token,    43.81 tokens per second)
0.22.391.724 I slot print_timing: id  0 | task 268 |       total time =    4468.60 ms /   195 tokens
0.22.391.724 I slot print_timing: id  0 | task 268 |    graphs reused =        353
0.22.391.728 I slot print_timing: id  0 | task 268 | draft acceptance = 0.17368 (   99 accepted /   570 generated), mean len =  2.04
0.22.391.750 I slot      release: id  0 | task 268 | stop processing: n_tokens = 231, truncated = 0
0.22.395.186 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 10343351779
0.22.556.918 I slot launch_slot_: id  0 | task 365 | processing task, is_child = 0
0.25.687.976 I slot print_timing: id  0 | task 365 | prompt eval time =     133.06 ms /    51 tokens (    2.61 ms per token,   383.30 tokens per second)
0.25.687.979 I slot print_timing: id  0 | task 365 |        eval time =    2997.94 ms /   319 tokens (    9.40 ms per token,   106.41 tokens per second)
0.25.687.979 I slot print_timing: id  0 | task 365 |       total time =    3130.99 ms /   370 tokens
0.25.687.980 I slot print_timing: id  0 | task 365 |    graphs reused =        415
0.25.687.983 I slot print_timing: id  0 | task 365 | draft acceptance = 0.66146 (  254 accepted /   384 generated), mean len =  4.97
0.25.688.010 I slot      release: id  0 | task 365 | stop processing: n_tokens = 369, truncated = 0
0.25.691.470 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.138
0.25.811.885 I slot launch_slot_: id  0 | task 432 | processing task, is_child = 0
0.28.938.224 I slot print_timing: id  0 | task 432 | n_decoded =    296, tg =  97.88 t/s, tg_3s =  97.88 t/s
0.29.264.367 I slot print_timing: id  0 | task 432 | prompt eval time =     102.08 ms /     4 tokens (   25.52 ms per token,    39.18 tokens per second)
0.29.264.371 I slot print_timing: id  0 | task 432 |        eval time =    3350.34 ms /   323 tokens (   10.37 ms per token,    96.41 tokens per second)
0.29.264.371 I slot print_timing: id  0 | task 432 |       total time =    3452.43 ms /   327 tokens
0.29.264.372 I slot print_timing: id  0 | task 432 |    graphs reused =        485
0.29.264.375 I slot print_timing: id  0 | task 432 | draft acceptance = 0.58796 (  254 accepted /   432 generated), mean len =  4.53
0.29.264.398 I slot      release: id  0 | task 432 | stop processing: n_tokens = 377, truncated = 0
0.29.270.428 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.135
0.29.435.609 I slot launch_slot_: id  0 | task 506 | processing task, is_child = 0
0.32.579.476 I slot print_timing: id  0 | task 506 | n_decoded =    301, tg =  99.00 t/s, tg_3s =  99.00 t/s
0.32.863.796 I slot print_timing: id  0 | task 506 | prompt eval time =     103.51 ms /     4 tokens (   25.88 ms per token,    38.64 tokens per second)
0.32.863.800 I slot print_timing: id  0 | task 506 |        eval time =    3324.61 ms /   332 tokens (   10.01 ms per token,    99.86 tokens per second)
0.32.863.800 I slot print_timing: id  0 | task 506 |       total time =    3428.12 ms /   336 tokens
0.32.863.801 I slot print_timing: id  0 | task 506 |    graphs reused =        554
0.32.863.804 I slot print_timing: id  0 | task 506 | draft acceptance = 0.61972 (  264 accepted /   426 generated), mean len =  4.72
0.32.863.830 I slot      release: id  0 | task 506 | stop processing: n_tokens = 386, truncated = 0
0.32.868.854 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.132
0.33.036.723 I slot launch_slot_: id  0 | task 579 | processing task, is_child = 0
0.35.484.188 I slot print_timing: id  0 | task 579 | prompt eval time =     103.46 ms /     4 tokens (   25.86 ms per token,    38.66 tokens per second)
0.35.484.192 I slot print_timing: id  0 | task 579 |        eval time =    2343.94 ms /   282 tokens (    8.31 ms per token,   120.31 tokens per second)
0.35.484.192 I slot print_timing: id  0 | task 579 |       total time =    2447.40 ms /   286 tokens
0.35.484.193 I slot print_timing: id  0 | task 579 |    graphs reused =        602
0.35.484.197 I slot print_timing: id  0 | task 579 | draft acceptance = 0.78000 (  234 accepted /   300 generated), mean len =  5.68
0.35.484.220 I slot      release: id  0 | task 579 | stop processing: n_tokens = 335, truncated = 0
0.35.497.517 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 10356444250
0.35.660.875 I slot launch_slot_: id  0 | task 631 | processing task, is_child = 0
0.37.711.427 I slot print_timing: id  0 | task 631 | prompt eval time =    2001.21 ms /  5792 tokens (    0.35 ms per token,  2894.24 tokens per second)
0.37.711.430 I slot print_timing: id  0 | task 631 |        eval time =      49.26 ms /     3 tokens (   16.42 ms per token,    60.90 tokens per second)
0.37.711.431 I slot print_timing: id  0 | task 631 |       total time =    2050.47 ms /  5795 tokens
0.37.711.432 I slot print_timing: id  0 | task 631 |    graphs reused =        602
0.37.711.434 I slot print_timing: id  0 | task 631 | draft acceptance = 0.83333 (    5 accepted /     6 generated), mean len =  6.00
0.37.711.502 I slot      release: id  0 | task 631 | stop processing: n_tokens = 5798, truncated = 0
0.37.720.294 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.999
0.37.720.366 I slot launch_slot_: id  0 | task 638 | processing task, is_child = 0
0.37.885.393 I slot print_timing: id  0 | task 638 | prompt eval time =     115.96 ms /     4 tokens (   28.99 ms per token,    34.50 tokens per second)
0.37.885.397 I slot print_timing: id  0 | task 638 |        eval time =      49.00 ms /     3 tokens (   16.33 ms per token,    61.22 tokens per second)
0.37.885.397 I slot print_timing: id  0 | task 638 |       total time =     164.96 ms /     7 tokens
0.37.885.397 I slot print_timing: id  0 | task 638 |    graphs reused =        602
0.37.885.401 I slot print_timing: id  0 | task 638 | draft acceptance = 0.83333 (    5 accepted /     6 generated), mean len =  6.00
0.37.885.469 I slot      release: id  0 | task 638 | stop processing: n_tokens = 5798, truncated = 0
0.37.898.429 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.999
0.37.898.511 I slot launch_slot_: id  0 | task 641 | processing task, is_child = 0
0.38.056.966 I slot print_timing: id  0 | task 641 | prompt eval time =     109.92 ms /     4 tokens (   27.48 ms per token,    36.39 tokens per second)
0.38.056.969 I slot print_timing: id  0 | task 641 |        eval time =      48.46 ms /     3 tokens (   16.15 ms per token,    61.90 tokens per second)
0.38.056.969 I slot print_timing: id  0 | task 641 |       total time =     158.38 ms /     7 tokens
0.38.056.970 I slot print_timing: id  0 | task 641 |    graphs reused =        602
0.38.056.976 I slot print_timing: id  0 | task 641 | draft acceptance = 0.83333 (    5 accepted /     6 generated), mean len =  6.00
0.38.057.039 I slot      release: id  0 | task 641 | stop processing: n_tokens = 5798, truncated = 0
0.38.108.726 I srv    operator(): operator(): cleaning up before exit...
