0.00.139.779 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.248.033 I srv    load_model: loading model '<VAULT>/models/gguf/Mistral-Large-3/UD-IQ1_S/Mistral-Large-3-675B-Instruct-2512-UD-IQ1_S-00001-of-00004.gguf'
0.00.717.251 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --no-mmap for better performance
2.01.458.005 W llama_context: setting new yarn_attn_factor = 1.0000 (mscale == 1.0, mscale_all_dim = 1.0)
2.06.108.217 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
2.06.124.386 I srv  llama_server: model loaded
2.06.124.393 I srv  llama_server: listening on http://127.0.0.1:8104
2.23.209.587 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
19.08.186.742 W slot   operator(): id  0 | task 402 | n_past was set to 556
19.22.555.898 I slot print_timing: id  0 | task 402 | n_decoded =    100, tg =   7.03 t/s, tg_3s =   7.03 t/s
19.25.638.539 I slot print_timing: id  0 | task 402 | n_decoded =    121, tg =   6.99 t/s, tg_3s =   6.81 t/s
19.28.678.307 I slot print_timing: id  0 | task 402 | n_decoded =    141, tg =   6.93 t/s, tg_3s =   6.58 t/s
19.31.724.985 I slot print_timing: id  0 | task 402 | n_decoded =    162, tg =   6.93 t/s, tg_3s =   6.89 t/s
19.34.812.032 I slot print_timing: id  0 | task 402 | n_decoded =    184, tg =   6.95 t/s, tg_3s =   7.13 t/s
19.37.084.773 I slot print_timing: id  0 | task 402 | prompt eval time =     145.24 ms /     1 tokens (  145.24 ms per token,     6.89 tokens per second)
19.37.084.808 I slot print_timing: id  0 | task 402 |        eval time =   28752.78 ms /   200 tokens (  143.76 ms per token,     6.96 tokens per second)
19.37.084.809 I slot print_timing: id  0 | task 402 |       total time =   28898.02 ms /   201 tokens
19.37.084.810 I slot print_timing: id  0 | task 402 |    graphs reused =          0
19.37.084.851 I slot      release: id  0 | task 402 | stop processing: n_tokens = 756, truncated = 0
19.37.114.168 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.737
19.37.114.203 I slot launch_slot_: id  0 | task 603 | processing task, is_child = 0
19.37.114.213 W slot   operator(): id  0 | task 603 | need to evaluate at least 1 token for each active slot (n_past = 557, task.n_tokens() = 557)
19.37.114.215 W slot   operator(): id  0 | task 603 | n_past was set to 556
19.51.174.995 I slot print_timing: id  0 | task 603 | n_decoded =    100, tg =   7.18 t/s, tg_3s =   7.18 t/s
19.54.178.478 I slot print_timing: id  0 | task 603 | n_decoded =    121, tg =   7.15 t/s, tg_3s =   6.99 t/s
19.57.280.902 I slot print_timing: id  0 | task 603 | n_decoded =    143, tg =   7.14 t/s, tg_3s =   7.09 t/s
20.00.389.582 I slot print_timing: id  0 | task 603 | n_decoded =    164, tg =   7.09 t/s, tg_3s =   6.76 t/s
20.03.444.071 I slot print_timing: id  0 | task 603 | n_decoded =    186, tg =   7.10 t/s, tg_3s =   7.20 t/s
20.05.468.740 I slot print_timing: id  0 | task 603 | prompt eval time =     137.53 ms /     1 tokens (  137.53 ms per token,     7.27 tokens per second)
20.05.468.747 I slot print_timing: id  0 | task 603 |        eval time =   28216.99 ms /   200 tokens (  141.08 ms per token,     7.09 tokens per second)
20.05.468.785 I slot print_timing: id  0 | task 603 |       total time =   28354.52 ms /   201 tokens
20.05.468.787 I slot print_timing: id  0 | task 603 |    graphs reused =          0
20.05.468.820 I slot      release: id  0 | task 603 | stop processing: n_tokens = 756, truncated = 0
20.26.606.615 I srv    operator(): operator(): cleaning up before exit...
